report,iso3,version
aaa_urban_proportion,AGO,2022
aaa_urban_proportion,BWA,2022
aaa_urban_proportion,SWZ,2022
aaa_urban_proportion,ETH,2022
aaa_urban_proportion,KEN,2022
aaa_urban_proportion,LSO,2022
aaa_urban_proportion,MWI,2022
aaa_urban_proportion,MOZ,2022
aaa_urban_proportion,NAM,2022
aaa_urban_proportion,RWA,2022
aaa_urban_proportion,ZAF,2022
aaa_urban_proportion,SSD,2022
aaa_urban_proportion,UGA,2022
aaa_urban_proportion,TZA,2022
aaa_urban_proportion,ZMB,2022
aaa_urban_proportion,ZWE,2022
aaa_urban_proportion,BEN,2022
aaa_urban_proportion,BFA,2022
aaa_urban_proportion,BDI,2022
aaa_urban_proportion,CMR,2022
aaa_urban_proportion,CAF,2022
aaa_urban_proportion,TCD,2022
aaa_urban_proportion,COG,2022
aaa_urban_proportion,CIV,2022
aaa_urban_proportion,COD,2022
aaa_urban_proportion,GNQ,2022
aaa_urban_proportion,GAB,2022
aaa_urban_proportion,GMB,2022
aaa_urban_proportion,GHA,2022
aaa_urban_proportion,GIN,2022
aaa_urban_proportion,GNB,2022
aaa_urban_proportion,LBR,2022
aaa_urban_proportion,MLI,2022
aaa_urban_proportion,NER,2022
aaa_urban_proportion,NGA,2022
aaa_urban_proportion,SEN,2022
aaa_urban_proportion,SLE,2022
aaa_urban_proportion,TGO,2022
